NOME;CATEGORIA;PRECO_NORMAL;PRECO_PROMO;URL_IMG;DESCRICAO
VINHO TT SALENTEIN RESERVA MALBEC;tinto;84.9;84.9;https://fibo.promokit.com.br/images/empresa/3e7d8f40-e97b-11ef-a8f1-c9b334a09b30.png;A Bodegas Salentein nasceu pelo sonho de Mindert Pon, um visionário holandês que se encantou pela Argentina, seus vinhos e cultura. Mais do que isso, Mr. Pon foi pioneiro em instalar a bodega no Valle do Uco, tido hoje como uma das melhores regiões argentinas para a produção de vinhos de alta qualidade. Seus 800 hectares de vinhedos variam de altitude entre 1.050 e 1.700 metros e se beneficiam da pura água do degelo da neve. Malbec rico em sabor, mas principalmente em elegância, mostrando que esta variedade também tem potencial de evoluir ao longo do tempo.
VINHO TT NORTON RESERVA MALBEC;tinto;79.9;79.9;https://fibo.promokit.com.br/images/empresa/0370b080-1153-11f0-9d93-178eb43e4260.png;Vinho Norton Malbec D.O.C. Com mais de 125 anos de história, a Bodega Norton possui cinco vinhedos distribuídos pelos principais terroirs da província de Mendoza, no sopé da Cordilheira dos Andes, e todos dentro de uma área privilegiada conhecida como Primeira Zona, pela qualidade de suas uvas. Não é apenas a localização geográfica que influencia a qualidade dos vinhos, mas também a idade das vinhas. A idade média é de aproximadamente 30 anos, mas também possuem um grande número de hectares cultivados com vinhas com 80 anos. O termo DOC (denominação de origem controlada) certifica, através de um conselho composto por especialistas, que as uvas provém somente de um terreno em particular: Lujan de Cuyo. Além disso, certifica também que se tenha realizado um processo de elaboração especial que garante um amadurecimento de 18 meses em barricas de carvalho, dos quais, 6 meses foram em barricas de carvalho Francês. Este vinho é um expoente fiel do Malbec Argentino, complexos aromas e delicado final de boca. Harmonização: Carnes vermelhas, massas com molho, risotos e queijos curados. Ideal para consumir entre 16°C à 18°C. Graduação Alcoólica 14,5%. Contém 750ml. Vinho Importado da Argentina.
VINHO TT TOLENTINO J CATENA MALBEC;tinto;69.9;69.9;https://fibo.promokit.com.br/images/empresa/b9ebb490-1c57-11f0-ab60-d717f5fac606.png;Tolentino deu início à jornada desta família cheia de sonhos, esforço e paixão. É redondo, com aroma intenso de frutas negras, estrutura e final aveludado.
FINCA LA DANIELA TEMPRANILLO;tinto;19.9;19.9;https://fibo.promokit.com.br/images/empresa/736b9230-027a-11ef-93e7-b911602aea30.png;Os vinhos de Finca La Daniela apresentam excelente corpo, cor e aromas. Isso porque seus vinhedos ficam localizados ao pé dos rochosos montes da Cordilheira dos Andes, em Vistalba, Luján de Cuyo, Mendoza, na Argentina. Um vinho que expressa essencialmente as características da variedade Cabernet Sauvignon, pois não faz uso do amadurecimento em barricas.
VINHO NATURELLE TINTO SUAVE;tinto;44.9;44.9;https://fibo.promokit.com.br/images/empresa/0d70e0d0-0cb5-11ef-b071-f1e909dd9776.png;Vinho Naturelle Tinto Suave 750 ml Representa a história da Famiglia Valduga e o legado de gerações passadas. É um resgate do belo e simples. São as raízes mais profundas, o alicerce mais resistente, a inspiração mais doce.
ANTINORI TIGNANELLO;tinto;1399.9;1399.9;https://fibo.promokit.com.br/images/empresa/5a5e5370-00b0-11ef-82e5-b158e06b9b4f.png;Tignanello é, sem dúvida, um dos vinhos mais conhecidos do mundo. Produzido com uvas provenientes exclusivamente do vinhedo homônimo, no coração do Chianti Classico, Tignanello é um Supertoscano que mantém a identidade e personalidade do território. Seu blend é composto principalmente por Sangiovese, que lhe confere personalidade e potência, e Cabernets Sauvignon e Franc, que lhe agregam elegância e estrutura.
VINHO TINTO EDIZIONE CINQUE AUTOCTONI;tinto;289.9;289.9;https://fibo.promokit.com.br/images/empresa/f50f71a0-a9cb-11ef-b3aa-bf3ade4b70d3.png;O Vinho Edizione 19 Cinque Autoctoni conquistou a pontuação máxima do crítico Luca Maroni, incríveis 99 pontos! Elaborado pela Farnese Vini, com um corte das uvas Montepulciano, Primitivo, Sangiovese, Negroamaro e Malvasia Nera, oriundas de vinhedos em Notaresco e Ortona, em Abruzzo, Sava e Manduria, na Puglia, Itália. De coloração rubi intensa, no nariz revela aromas de frutas negras e vermelhas, como cereja e groselha, nuances herbáceas, notas de especiarias doces, como canela e cravo-da-índia, além de toques de cacau e alcaçuz. Um Vinho Tinto fresco e equilibrado. Em boca, conta taninos aveludados e um final longo e persistente. Esse é um rótulo com um ótimo potencial de guarda, aumentando em complexidade com o passar dos anos na garrafa!
VINHO TINTO MAGMA PRIMITIVO DE MANDURIA DOP;tinto;139.9;139.9;https://fibo.promokit.com.br/images/empresa/409d5770-066d-11ef-ae3e-8de98e554c2c.png;O Vinho Magma Primitivo di Manduria 2018 é um rótulo oriundo da Denominação de Origem Protegida (D.O.P.) Primitivo di Manduria, dentro da região vitivinícola da Puglia, na Itália. Produzido pela Tenute di Casalnuovo, com a uva Primitivo, apresenta coloração rubi intensa. No nariz, revela aromas de frutas vermelhas, como cereja, notas florais, como de violeta, além de nuances de especiarias. Em boca, o Vinho Magma Primitivo di Manduria 2018 é encorpado, contando com ótima acidez e taninos refinados.
VINHO TT VIETTI BARBARESCO RONCAGILIE MASSERIA;tinto;799.9;799.9;https://fibo.promokit.com.br/images/empresa/37e9bf10-0c99-11ef-9ec4-3d358f7dc5ce.png;O Perbacco é produzido com uvas de vinhedos das terras calcário-argilosas da zona de Barolo (Bricco Boschis, Liste, Brunella, Rocchettevino, Pernanno, Ravera di Monforte e Scarrone) e pelas mesmíssimas técnicas usadas (no vinhedo e na adega) para o Barolo “Castiglione” de Vietti, mas resulta da seleção de vinhedos e vinhos que apresentam elegância precoce e não necessitam de longa guarda para serem bebidos. Portanto, aqui temos um “Baby-Barolo”.
VINHO TT ITALIANO CODICI MASSERIE PRIMITIVO DI MANDURA;tinto;94.9;94.9;https://fibo.promokit.com.br/images/empresa/19e8ebd0-0590-11f0-890b-6175b12cae0b.png;O Codici Masserie Primitivo di Manduria é um vinho da região de Manduria, no Sul da Itália, conhecido por sua intensidade de sabores, aroma envolvente e sofisticação inigualável1. Produzido com uvas Primitivo, esse vinho reflete a tradição e a natureza local da Puglia23. Com aromas de frutas negras maduras e notas de especiairias, na boca é intenso, mas se torna mais aveludado e elegante a cada gole4.
VINHO TINTO SASSIACAIA SAFRA 2019;tinto;2990.9;2990.9;https://fibo.promokit.com.br/images/empresa/3f476950-5038-11ef-a6e0-055528645476.png;Sassicaia é um ícone. O primeiro vinho com uvas francesas a ser classificado como supertoscano e a colocar Bolgheri definitivamente no mapa dos grandes vinhos. Mais do que isso, é a única propriedade na Itália que possui sua própria denominação, a Bolgheri Sassicaia. Com aromas de frutas vermelhas, groselhas e cassis, além de uma estrutura de madeira bem integrada, com notas de cedro, baunilha e tabaco. É um vinho muito equilibrado, com perfeita integração de bouquet, acidez e álcool. Em boca é aveludado, com um final bem longo.
VINHO CUBARDI PRIMITIVO;tinto;109.9;109.9;https://fibo.promokit.com.br/images/empresa/ed94a340-80d7-11ef-9055-ad3e314df832.png;Este Primitivo é elaborado pela vinícola Schola Sarmenti, vinícola com vinhedos na Puglia, região conhecida como o 'salto da bota' no sul da Itália. Proveniente de vinhas de mais de 65 anos, este exemplar, este vinho expressa notas intensas de frutas maduras com um amável final de chocolate e café. O sabor do Cubardi é aveludado e envolvente, com taninos capazes de se expandir agradavelmente, deixando um prazeroso e persistente final na boca. Com uma textura aveludada, permanece no paladar com teimosia, sugerindo a sua forte personalidade. A uva Primitivo, orgulho da região da Puglia, é conhecida pelo amadurecimento desigual, então os cachos precisam ser deixados na videira para amadurecer completamente. Isso leva a um alto teor de açúcar nas bagas, o que, por sua vez, resulta em vinhos com alto teor alcoólico. Além disso, as bagas são de pele fina e bastante pequenas, o que proporciona taninos potencialmente mais altos. Proporciona vinhos impetuosos, com notas de frutas maduras e em compotas, suculentos e intensos. Excelente vinho para harmonizar com carnes grelhadas e defumadas!
VINHO TT TARENI FRAPPATO;tinto;39.9;39.9;https://fibo.promokit.com.br/images/empresa/0fe15740-d7ea-11ef-9b09-b3ab524d057f.png;Tareni é uma linha de vinhos jovens, frescos, agradáveis, contemporâneos e com identidade forte que expressa sua profunda ligação com o território siciliano elaborada pela Cantine Pellegrino, vinícola com mais de 135 anos de história na ilha da Sicília, Itália, que une tradição, modernidade e um conhecimento profundo do seu terroir. Os vinhedos da Cantine Pellegrino estão localizados no oeste da Sicília, a área mais valorizada e dedicada ao vinho da ilha, região com grande variedade de microclimas, também conhecida como o berço das uvas nativas da Sicília. A vinícola tem como compromisso a elaboração de vinhos com uvas autóctones, ou seja, que ali surgiram, que expressem não só as uvas, mas também o terroir, cultura e a história da região. Para isto, ao longo de mais de um século de história, desenvolveram métodos de cultivo de vinhas autóctones e das melhores técnicas de vinificação das uvas, e o profundo respeito pela terra também está em suas práticas orgânicas de cultivo e produção.
VINHO TT LE SERRE NUOVE DELL ORNELLAIA;tinto;649.9;649.9;https://fibo.promokit.com.br/images/empresa/e50416c0-e31a-11ef-a359-c93b960bdf2c.png;Elaborado a partir das mesmas variedades, sob o mesmo céu, da mesma filosofia: Le Serre Nuove dell'Ornellaia é um orgulhoso segundo vin, que tem a capacidade de prever a personalidade do vinho emblemático da propriedade. Juntos, os dois vinhos fornecem seus próprios pontos de vista distintos. O prazer de saborear Le Serre Nuove dell'Ornellaia evolui com o tempo, adicionando o charme da maturidade ao vigor da juventude.
VINHO TT LE VOLTE DELL ORNELLAIA;tinto;279.9;279.9;https://fibo.promokit.com.br/images/empresa/a1b00cb0-e321-11ef-b615-abc163f237ab.png;Vinho equilibrado de grande charme, o vinho tinto Le Volte dell Ornelaia é uma mistura que reúne os melhores terroirs da Toscana, no Mediterrâneo, combinando a expressão de Sangiovese, que confere opulência e generosidade, com a estrutura e complexidade de Cabernet Sauvignon e a suavidade de Merlot.
VINHO TT CAPRILLI BRUNELLO DI MONTALCINO;tinto;399.9;399.9;https://fibo.promokit.com.br/images/empresa/14f8f960-05a1-11f0-b592-67f6012b1884.png;Uma das melhores versões já produzidas deste clássico. Lindo no aroma, cerejas, framboesas, lavanda, depois abre notas de alcaçuz, terra, ervas, mineral. Na boca é elegância pura, a riqueza de sabores está perfeitamente equilibrada pela acidez raçuda e os taninos de giz. Um vinho charmoso, encantador, entre os destaques da safra!
VINHO TT PICCINI ROSSO TOSCANA;tinto;39.9;39.9;https://fibo.promokit.com.br/images/empresa/a3f57ec0-29c0-11f0-aa73-dbb533be47c2.png;"Desde 1882, Tenute Piccini oferece originalidade e diferentes expressões da cultura e tradição do vinho italiano, transmitindo a paixão e a cultura do vinho em uma história de aventura e esforços pacientes, trabalho e conhecimento para oferecer a melhor seleção de vinhos italianos provenientes de suas cinco propriedades, todas de produção orgânica, espalhadas de norte a sul da Itália. Hoje, Piccini representa um dos principais produtores de vinhos da Toscana, e tem como filosofia ""uma videira, um território"", produzindo vinhos que expressam e respeitam o terroir com constante visão na sustentabilidade. Ao longo dos anos, Piccini evoluiu em harmonia com o crescimento da própria Toscana. A marca que a vinícola deixou na vinificação toscana é representada pela cor laranja, que simboliza a paixão da Tenute Piccini pela tradição desenvolvida ao longo de 140 anos, e transmite seus ideais de modernidade, originalidade, dinamismo e inovação que expressa o caráter internacional da empresa que é a quinta maior vinícola da Toscana! Piccini I.G.T. Toscana Rosso reflete o espírito vibrante e exuberante da Toscana, e você pode vivenciar isso em cada gole deste exemplar. As uvas vêm de vinhedos de 12/15 anos nas áreas de produção de vinhos premium de Chianti e Maremma, e para manter o caráter jovem do vinho, o amadurecimento ocorreu em cubas de cimento para ressaltar o frescor, as notas primárias e o perfil expressivamente frutado do vinho. Um exemplar jovem, vibrante e refrescante que está pronto para ser degustado!"
VINHO TT PICCINI CHIANTI DOCG;tinto;49.9;49.9;https://fibo.promokit.com.br/images/empresa/dd42d650-29c0-11f0-be70-5119303e78d0.png;"Desde 1882, Tenute Piccini oferece originalidade e diferentes expressões da cultura e tradição do vinho italiano, transmitindo a paixão e a cultura do vinho em uma história de aventura e esforços pacientes, trabalho e conhecimento para oferecer a melhor seleção de vinhos italianos provenientes de suas cinco propriedades, todas de produção orgânica, espalhadas de norte a sul da Itália. Hoje, Piccini representa um dos principais produtores de vinhos da Toscana, e tem como filosofia ""uma videira, um território"", produzindo vinhos que expressam e respeitam o terroir com constante visão na sustentabilidade. Um dos grandes desafios da companhia foi transformar o vinho Chianti, um dos vinhos italianos mais tradicionais, em um vinho jovem e dinâmico, provando sua capacidade de inovação e contínuo dinamismo. Piccini criou um Chianti em um estilo moderno, vibrante, original e internacional, transformando o Piccini D.O.C.G. Chianti (Chianti Piccini Orange), vinho referência da empresa, no Chianti do século XXI. A cor laranja do rótulo entrega dinamismo, inovação, revela originalidade a expressa o caráter internacional da empresa que é a quinta maior vinícola da Toscana!"
VINHO BRANCO PERA MANCA;branco;789.9;789.9;https://fibo.promokit.com.br/images/empresa/dc084ad0-3278-11ef-963a-ffa924646e1c.png;Vinho Pera Manca Branco 750 ml. Coloração citrina. Muito bom aroma com notas minerais, frutado, persistente, fino e complexo. Macio, seco com um bom corpo e um ligeiro acídulo nobre que lhe confere harmonia. CARACTERÍSTICAS: País de Origem: Portugal Região: Alentejo Safra: 2019* *Safra poderá sofrer alteração dependendo disponibilidade em estoque. Volume: 750 ml. Coloração: Branco Tipo: Seco Uva: Antão Vaz, Arinto Teor Alcoólico: 14% Vinícola: Cartuxa Fundação Eugénio de Almeida Temperatura de Consumo: 8 - 10°C.
VINHO TINTO SILK E SPICE;tinto;74.9;74.9;https://fibo.promokit.com.br/images/empresa/d9b51fa0-3634-11ef-b986-91e7bac9f6b9.png;Vinho Silk & Spice 750 ml. As uvas seleccionadas para o Silk & Spice são provenientes das regiões do Dão, Bairrada e Lisboa, e são vinificadas separadamente. Após desengace total e suave esmagamento as uvas fermentaram a temperatura controlada com maceração curta para manter a frescura. O vinho estagiou 6 meses em barricas de carvalho americano.
VINHO BRANCO ARCO DA TORRE;branco;48.9;48.9;https://fibo.promokit.com.br/images/empresa/f3e73c20-1c6f-11ef-8067-a1b2ceeb4b9e.png;A forte componente aromática do Viognier bem presente e o corpo e frescura que Antão Vaz e Arinto doam respetivamente fazem deste um blend muito equilibrado. A madeira sem estar marcada com leves notas tostadas e o aroma predominante a fruta como o pêssego ou o damasco e ainda a frescura dos citrinos como a tangerina fazem deste vinho um autêntico amigo à mesa. Vinho que pode ser guardado em cave durante
VINHHO TINTO PORTA 6 RESERVA 2021;tinto;79.9;79.9;https://fibo.promokit.com.br/images/empresa/d9ba0a60-059c-11ef-8dd7-a5d688447146.png;Porta 6 Reserva Tinto Vinho Português. O vinho Porta 6 Reserva apresenta coloração rubi brilhante, mostra notas aromáticas de frutas vermelhas maduras como amoras, cerejas e groselha.
VINHO EA CARTUXA TINTO;tinto;64.9;64.9;https://fibo.promokit.com.br/images/empresa/bbd4c7a0-064c-11ef-9975-99b0ba2cf1a2.png;O Vinho Cartuxa EA Tinto 2020 foi lançado pela primeira vez em 1992 e, desde então, tornou-se um grande sucesso de vendas da Fundação Eugénio de Almeida! Elaborado com um corte das uvas Aragonez (Tempranillo), Trincadeira, Alicante Bouschet e Syrah, oriundas de vinhedos localizados na região vitivinícola do Alentejo, em Portugal. De coloração rubi com reflexos granada, revela, no nariz, aromas de frutas vermelhas maduras e nuances herbáceas. Em boca, o Vinho Cartuxa EA Tinto 2020 é fresco e fácil de beber, contando com acidez equilibrada e taninos macios.
VINHO VERDE GAT�O c LATA DE 250 ML;branco;42.9;42.9;https://fibo.promokit.com.br/images/empresa/f72ad6e0-e09a-11ef-bd44-6ff3ca5f0433.png;Fundada em 1884, pelos irmãos António e Francisco, a Sociedade dos Vinhos Borges cedo se transformou numa das principais empresas vitivinícolas nacionais. Reconhecendo que só pela excelência podem os vinhos portugueses afirmar-se no mundo, a Borges desde sempre apostou na qualidade da sua produção, hoje exportada para mais de cinquenta países dos cinco continentes. Contar a história da Borges é reviver a história dos seus fundadores e de todos aqueles que, com o tempo, pelo seu trabalho, empenho e dedicação, construíram e afirmaram uma marca que mantém o objetivo primeiro dos seus fundadores: oferecer uma qualidade ímpar que só é possível fazendo, verdadeiramente, vinhos de qualidade única e que se adaptam às preferências do consumidor. Atravessados três séculos, aqueles que no presente fazem a Borges seguem o caminho que permitirá, no futuro, continuar a escrever esta história de entrega, dedicação e muito trabalho. Nome do produtor:
VINHO CARTUXA COLHEITA EVORA 2019;tinto;249.9;249.9;https://fibo.promokit.com.br/images/empresa/edf52da0-04b3-11ef-ab01-eb31e66d3d14.png;Descubra o segredo que faz do Cartuxa Évora Colheita 2017 uma lenda no mundo dos vinhos: uma combinação perfeita de tradição, sabor e excelência que promete não apenas conquistar seu paladar, mas transportá-lo para o coração vibrante do Alentejo. Continue lendo e permita-se ser seduzido por uma experiência que vai além da degustação, tornando-se uma verdadeira celebração dos sentidos.
VINHO Tinto ARCO DA TORRE;tinto;48.9;48.9;https://fibo.promokit.com.br/images/empresa/09d58ac0-ff45-11ee-897f-f56f6fda4dc5.png;Feito a partir das castas Cabernet Sauvignon, Aragonez e Trincadeira, com estágio de 8 meses em barricas de carvalho francês apresenta um nariz e uma prova com notas complexas de bosque, cogumelos secos e pimentas, típicas do Cabernet maduro. O seu perfil de intensa fruta preta do Aragonez e Trincadeira, acompanha pratos mais complexos de carne, caça ou pratos de forno, assim como aperitivo com queijo. Um vinho para grandes momentos.
VINHO TINTO JULIA FLORISTA PORTUGUES;tinto;29.9;29.9;https://fibo.promokit.com.br/images/empresa/0628c640-04b2-11ef-aa27-fb99db8b5586.png;Júlia Florista (1883-1925): Florista e fadista espontânea com uma natureza bairrista e boémia, cantava pelas ruas da velha Lisboa, em tascas e nas casas aristocráticas. Apesar da sua curta vida deixou-nos em herança o “Espirito do Fado” gravado em 2 discos de 78rpm. Apenas 12 pessoas a acompanharam à sua última morada.
VINHO TINTO PORTUGUES PORTA 6;tinto;42.9;42.9;https://fibo.promokit.com.br/images/empresa/c6fb4670-032e-11ef-b03a-e72574b32427.png;Um vinho tinto inegavelmente português. Seu rótulo divertido foi desenvolvido por Hauke Vagt, um artista plástico que retrata uma cena fiel de Lisboa.
VINHO TINTO LOLITA;tinto;54.9;54.9;https://fibo.promokit.com.br/images/empresa/3b4d0b50-0567-11ef-ae3e-8de98e554c2c.png;A história da Vicente Faria prolonga-se por 7 gerações, desde o século XVIII e hoje é um dos maiores exportadores de vinho Douro DOC. “Lolita” é utilizado em Portugal como apelido para meninas com o nome “Glória”, e aqui representa a versão mais jovem do Glória Reserva, o vinho ícone da Vicente Faria. Lolita é um blend com as uvas Trincadeira, Tinta Roriz, Touriga Franca e Touriga Nacional, com aromas e sabores de frutas silvestres.
VINHO TT BARRICADO;tinto;32.99;32.99;https://fibo.promokit.com.br/images/empresa/eda5e520-34d7-11ef-9d4c-3983b5369387.png;Produzido pela renomada Casa Relvas, a família está no ramo de vinhos há 5 gerações. Atualmente, a empresa é liderada pelo enólogo Alexandre Relvas, o que permitiu à empresa chegar a uma das adegas mais sustentáveis ​​da região, permitindo assim à empresa alcançar maior qualidade e reconhecimento global. Composto pelas uvas: Aragonês (40%), Alicante Bouschet (30%), Trincadeira (20%) e Touriga Nacional (10%)
VINHO TINTO PEQUENO PINTOR;tinto;69.9;69.9;https://fibo.promokit.com.br/images/empresa/ab34b090-3aea-11ef-830f-71290de91609.png;Este vinho de cor granada possui um aroma concentrado de compotas de frutas negras e especiarias, num conjunto fresco, equilibrado e de longa e elegante persistência. Na boca, é muito macio, revelando a mesma complexidade e juventude manifestada pelo ligeiro acídulo, resultado também dos bons taninos.
VINHO TINTO ALENTEJO DOC;tinto;49.9;49.9;https://fibo.promokit.com.br/images/empresa/6e946d40-3ef7-11ef-9687-99d2db6d9269.png;Casa Relvas está no agronegócio há 5 gerações. O projeto familiar iniciou em 1997 quando Alexandre Relvas adquiriu a Herdade de São Miguel, em Redondo. Hoje são cerca de 350 hectares de vinhas, além de 97 hectares de sobreiros (plantados entre 1998 e 1999). Produz cerca de 6 milhões de garrafas por ano, sendo que 70% são exportados para mais de 30 países. O primeiro mercado da Casa relvas é o Brasil. Nos últimos 10 anos os vinhos Casa Relvas conquistaram mais de 300 medalhas em concursos internacionais e algumas elevadas pontuações dadas por especialistas (Decanter, Wine Spectator, Wine Enthusiast e Wine and Spirits), reflexo da qualidade dos vinhos. Além disso, é uma região com muita diversidade de solos e de climas, o que se percebe nos vinhos. Os tintos costumam ser escuros, com ótima concentração de frutas, encorpados e ricos em taninos, macios e aveludados. Por isso fazem tanto sucesso aqui no Brasil. É no Alentejo que estão a maior parte dos sobreiros (árvores de onde é extraída a cortiça) de Portugal.
VINHO TINTO PERA MANCA;tinto;3499.9;3499.9;https://fibo.promokit.com.br/images/empresa/dc084ad0-3278-11ef-963a-ffa924646e1c.png;Vinho Pera Manca tinto Coloração citrina. Muito bom aroma com notas minerais, frutado, persistente, fino e complexo. Macio, seco com um bom corpo e um ligeiro acídulo nobre que lhe confere harmonia. CARACTERÍSTICAS: País de Origem: Portugal Região: Alentejo Safra: 2019* *Safra poderá sofrer alteração dependendo disponibilidade em estoque. Volume: 750 ml. Coloração: Branco Tipo: Seco Uva: Antão Vaz, Arinto Teor Alcoólico: 14% Vinícola: Cartuxa Fundação Eugénio de Almeida Temperatura de Consumo: 8 - 10°C.
VINHO BRANCO HERDADE DE S�O MIGUEL;branco;54.9;54.9;https://fibo.promokit.com.br/images/empresa/89501440-9c53-11ef-a399-53332a504143.png;A Casa Agrícola Alexandre Relvas é composta pela Herdade de São Miguel e pela Herdade da Pimenta. A Herdade de São Miguel tem como objetivo a produção de vinhos de qualidade em diferentes linhas que possam refletir a qualidade e o rigor do trabalho, bem como o terroir do Alentejo, e a essência de cada casta utilizada. Isso porque a meta final é atingir a constante e elevada satisfação de seus clientes. A Herdade da Pimenta foi adquirida pela Casa Agrícola Alexandre Relvas já em 2011, e hoje possui 170 hectares. 65 desses hectares são ocupados por vinhas, sendo 10 deles destinados ao campo experimental. O restante do espaço é utilizado para a criação de ovelhas e cavalos de corrida.
VINHO TT SCALA COELI RESERVA;tinto;949.9;949.9;https://fibo.promokit.com.br/images/empresa/7bc5f870-e097-11ef-bb81-ab4046f7fcff.png;Vinho Scala Coeli (750ml) Origem: Portugal Descrição: Scala Coeli apresenta-se com um aroma muito delicado, evidenciando sua origem. Os aromas de violeta provêm da uva Touriga Nacional, acompanhados por suaves toques de carvalho. Em boca, destaca-se o equilíbrio de acidez, discreta presença de madeira, taninos marcantes, porém refinados, e um final de boca excelente. Uva: 100% Touriga Nacional Produtor: Fundação Eugénio de Almeida Região: Alentejo Enólogo: Pedro Baptista Conteúdo: 750ml Harmonização: Ideal para acompanhar carnes, massas e queijos. Teor Alcoólico: 14%Vol.
VINHO TINTO CARTUXA COLHEITA 5 LITROS;tinto;1399.9;1399.9;https://fibo.promokit.com.br/images/empresa/33128fc0-e098-11ef-984d-2ffd41fa986f.png;Coloração Granada. Aroma evoluído, percebe-se a presença da casta Trincadeira misturada com as notas quentes da planície alentejana. Boa prova de boca, tudo muito afinado, floral e cheio. Este vinho, embora possa ser apreciado de imediato, mostra potencial para envelhecimento. COMPOSIÇÃO DA UVA: Alfrocheiro, Alicante Bouschet, Aragonez, Trincadeira AMADURECIMENTO: Estagiou 12 meses em barricas de carvalho francês. GRADUAÇÃO ALCÓOLICA: 15% vol.
VINHO TINTO BONS VENTOS DOURO;tinto;42.9;42.9;https://fibo.promokit.com.br/images/empresa/1e476d20-e324-11ef-a259-71c5869353d8.png;Tipo: Tinto Classificação: Seco Safra: 2018 Uva:Touriga Nacional, Castelão, Camarate, Tinta Miuda Teor Alcoólico: 13% Amadurecimento: 3 a 4 meses em barricas de carvalho francês Temperatura de Serviço: 15 a 17 °C Conteúdo: 750ml País: Portugal Região: Lisboa Vinícola: Casa Santos Lima Premiações: Vivino 4,0
VINHO TT TECEDEIRAS LIL�S;tinto;69.9;69.9;https://fibo.promokit.com.br/images/empresa/d5e0a430-e32c-11ef-b615-abc163f237ab.png;VINHO TECEDEIRAS LILAS DOURO 750 ML. Degustar um vinho, em quantidades moderadas, é um hábito extremamente prazeroso e que pode trazer diversos benefícios para a saúde como antioxidantes que curam o corpo a um nível celular. Se você é um fã dessa bebida e deseja aproveitar essas vantagens com um produto de alta qualidade, a sua opção ideal é o Vinho tinto seco Tecedeiras Lilás Douro 750ml. Produzido a partir de uma combinação de uvas selecionadas, ele apresenta sabor intenso com notas de frutas vermelhas e taninos maduros. Os aromas são complexos e remetem a frutas vermelhas maduras. Perfeito para harmonizar com diferentes pratos como churrasco, pizzas, tábua de queijos e embutidos.
VINHO BCO LOLITA;branco;54.9;54.9;https://fibo.promokit.com.br/images/empresa/c6a7ce30-e97b-11ef-88c0-bb166bfe3a6a.png;"""Lolita"" é um apelido carinhoso para meninas com o nome de ""Glória"", em Portugal, e é produzido pela Vicente Faria, vinícola com uma história que atravessa 7 gerações. Este é um blend com as uvas Arinto e Fernão Pires, duas castas que se dão muito bem juntas, a primeira aportando frescor e a segunda, complexidade aromática. Aprecie em momentos ao ar livre, dias quentes ou com comidas leves."
VINHO BCO MULA VELHA;branco;39.9;39.9;https://fibo.promokit.com.br/images/empresa/23c74b40-ef8f-11ef-9b0a-1b78ac1b7e7f.png;O Mula Velha, uma tradição de Lisboa, é a 4ª marca de vinhos mais vendida de Portugal. Produzido pela histórica propriedade Quinta do Gradil, que absorveu, nos anos de 1990, os vinhedos da Parras Vinhos. Desde então passou a produzir seus Vinhos. Com o nome pitoresco, Mula Velha é uma homenagem ao animal importantíssimo no passado para a agricultura da região de Lisboa.
VINHO BCO REGIA COLHEITA DOC ALENTEJO;tinto;89.9;89.9;https://fibo.promokit.com.br/images/empresa/25a8f630-fe7a-11ef-bbe9-bf48f6ae979a.png;Tipo: Vinho Tinto Uvas: Alicante Bouschet, Aragonez, Trincadeira Região: Alentejo Graduação alcoólica: 15% Temperatura de Serviço: 16 a 18º Safra: 2019 Amadurecimento: Uma parte do vinho (60%) estagia em barricas de carvalho francês por 8 meses. Produtor: Carmim Gustativo: Em boca é macio, estruturado e com prolongado final. A madeira e a fruta se fundem harmoniosamente. Olfativo: Apresenta aromas de frutos vermelhos e especiarias, com notas de cacau. Visual: Cor granada
VINHO TT ROLA GRANDE RES TOURIGA NACIONAL;tinto;179.9;179.9;https://fibo.promokit.com.br/images/empresa/81487d00-29bb-11f0-8f8f-db2337cce87e.png;De cor rubi. Neste vinho destacam-se os aromas a fruta preta e fruta vermelha complementados por alguma baunilha e alcatrão. No palato mostra-se a fruta vermelha, baunilha e fruta preta, num registo texturado e poderoso. Um vinho ainda muito jovem e fechado. Vinificação: As uvas foram desengaçadas e fermentaram, com temperatura controlada, em cubas de inox. O vinho estagiou durante 14 meses em barricas de carvalho francês.
